29	awwwards-winner-61-com	scrollytelling
26	awwwards-winner-34-com	ecommerce
24	awwwards-winner-28-com	grid-brutal
24	awwwards-winner-60-com	ecommerce
24	awwwards-winner-6-com	ecommerce
24	awwwards-winner-71-com	grid-brutal
24	awwwards-winner-78-com	webgl
21	awwwards-winner-12-com	pin
21	awwwards-winner-17-com	webgl
21	awwwards-winner-42-com	ecommerce
21	awwwards-winner-49-com	pin
21	awwwards-winner-64-com	pin
21	awwwards-winner-84-com	editorial
21	futurefonts-xyz	webgl
21	klim-co-nz	scrollytelling
18	aesop-com	grid-brutal
18	grillitype-com	foundry
16	awwwards-winner-10-com	dark
16	awwwards-winner-18-com	3d
16	awwwards-winner-22-com	3d
16	awwwards-winner-25-com	playful
16	awwwards-winner-36-com	playful
16	awwwards-winner-37-com	luxury
16	awwwards-winner-38-com	webgl
16	awwwards-winner-39-com	horizontal
16	awwwards-winner-45-com	pin
16	awwwards-winner-46-com	horizontal
16	awwwards-winner-57-com	luxury
16	awwwards-winner-59-com	webgl
16	awwwards-winner-62-com	luxury
16	awwwards-winner-76-com	scrollytelling
16	awwwards-winner-7-com	ecommerce
16	basement-studio	editorial
16	hellomonday-com	scrollytelling
16	immersive-g-com	pin
16	jacquemus-com	editorial
16	locomotivemtl-com	portfolio
16	pangrampangram-com	luxury
16	teenage-engineering	luxury
13	awwwards-winner-33-com	luxury
13	awwwards-winner-35-com	portfolio
13	awwwards-winner-3-com	scrollytelling
13	awwwards-winner-41-com	scrollytelling
13	awwwards-winner-44-com	scrollytelling
13	awwwards-winner-51-com	portfolio
13	awwwards-winner-53-com	dark
13	awwwards-winner-54-com	portfolio
13	awwwards-winner-55-com	portfolio
13	awwwards-winner-67-com	pin
13	awwwards-winner-68-com	scrollytelling
13	awwwards-winner-69-com	luxury
13	awwwards-winner-79-com	grid-brutal
13	awwwards-winner-8-com	luxury
13	commercialtype-com	webgl
13	mschf-com	portfolio
13	pudding-cool	scrollytelling
13	raycast-com	playful
13	resn-co-nz	horizontal
10	abcrepertory-com	ecommerce
8	activetheory-net	dark
8	awwwards-winner-11-com	webgl
8	awwwards-winner-13-com	luxury
8	awwwards-winner-14-com	editorial
8	awwwards-winner-15-com	3d
8	awwwards-winner-16-com	foundry
8	awwwards-winner-19-com	editorial
8	awwwards-winner-1-com	ecommerce
8	awwwards-winner-20-com	ecommerce
8	awwwards-winner-21-com	horizontal
8	awwwards-winner-23-com	grid-brutal
8	awwwards-winner-24-com	webgl
8	awwwards-winner-26-com	grid-brutal
8	awwwards-winner-27-com	editorial
8	awwwards-winner-2-com	playful
8	awwwards-winner-30-com	pin
8	awwwards-winner-31-com	dark
8	awwwards-winner-32-com	grid-brutal
8	awwwards-winner-40-com	dark
8	awwwards-winner-47-com	ecommerce
8	awwwards-winner-4-com	webgl
8	awwwards-winner-56-com	webgl
8	awwwards-winner-58-com	horizontal
8	awwwards-winner-63-com	editorial
8	awwwards-winner-65-com	scrollytelling
8	awwwards-winner-70-com	portfolio
8	awwwards-winner-75-com	3d
8	bruno-simon-com	scrollytelling
8	darkroom-engineering	pin
8	dora-ai	portfolio
8	nothing-tech	pin
8	spline-design	scrollytelling
5	awwwards-winner-43-com	horizontal
5	awwwards-winner-48-com	grid-brutal
5	awwwards-winner-50-com	luxury
5	awwwards-winner-5-com	scrollytelling
5	awwwards-winner-74-com	portfolio
5	lusion-co	dark
3	ignis-verborum-dragon	3d-webgl
